name,price,brand,size,instance_id
SONY MPE Dual Connection USB 3.1 Type-C &amp; A 64 GB (USM-64CA1),59.99,SONY,64 GB,altosight.com//11514
SONY MPE USB-stick 64 GB Zwart (USM64GR),34.99,SONY,64 GB,altosight.com//11559
SONY MPE USB-stick 8 GB Zwart (USM8GR),8.99,SONY,8 GB,altosight.com//11560
SONY MPE USB-stick MicroVault 32 GB Wit (USM32GM),19.99,SONY,32 GB,altosight.com//11563
"TOSHIBA TransMemory U302, 128 GB, schwarz",47.0,TOSHIBA,128 GB,altosight.com//11569
"TOSHIBA TransMemory U302, 16 GB, schwarz",18.95,TOSHIBA,16 GB,altosight.com//11608
"TOSHIBA EXCERIA PRO M401, 32 GB",27.95,TOSHIBA,32 GB,altosight.com//11627
"TOSHIBA EXCERIA PRO M401, 64 GB",49.95,TOSHIBA,64 GB,altosight.com//11637
"TOSHIBA EXCERIA PRO N401, 16 GB",19.95,TOSHIBA,16 GB,altosight.com//11651
LEXAR MicroSD SDXC 256GB 1000X,359.0,LEXAR,256 GB,altosight.com//11683
JVC 4GB Sandisk,6.99,SANDISK,4 GB,altosight.com//11789
SANDISK USB 16 GB Bianco,10.99,SANDISK,16 GB,altosight.com//11862
JVC 4GB Sandisk,12.99,SANDISK,4 GB,altosight.com//11904
Externí disk SanDisk Ultra Flair 256GB USB 3.0,3390.0,SANDISK,256 GB,altosight.com//12077
KINGSTON HX SAVAGE USB 3.1/3.0 128GB\n,83.8,Kingston,128 GB,altosight.com//12157
LEXAR JUMPDRIVE V10 16GB (FP)-\n,13.04,LEXAR,16 GB,altosight.com//12164
LEXAR KEY USB 64GO S70\n,66.63,LEXAR,64 GB,altosight.com//12168
Kingston - flashgeheugenkaart - 32 GB - SDHC\n,150.0,Kingston,32 GB,altosight.com//12175
Kingston - flashgeheugenkaart - 16 GB - SDHC\n,37.28,Kingston,16 GB,altosight.com//12176
Kingston DataTraveler 101 G2 - USB-flashstation - 8 GB\n,14.85,Kingston,8 GB,altosight.com//12183
SanDisk Mobile Ultra - flashgeheugenkaart - 4 GB - microSDHC UHS-I\n,28.59,SANDISK,4 GB,altosight.com//12189
SanDisk Cruzer Fit - USB-flashstation - 8 GB\n,31.91,SANDISK,8 GB,altosight.com//12190
SanDisk Cruzer - USB-flashstation - 16 GB\n,14.9,SANDISK,16 GB,altosight.com//12215
Kingston - flashgeheugenkaart - 256 GB - SDXC UHS-I\n,158.02,Kingston,256 GB,altosight.com//12216
Kingston - flashgeheugenkaart - 512 GB - SDXC UHS-I\n,268.04,Kingston,512 GB,altosight.com//12222
Toshiba TransMemory U302 - USB-flashstation - 128 GB\n,50.83,TOSHIBA,128 GB,altosight.com//12245
Sandisk Cruzer Blade 8Gb\n,150.0,SANDISK,8 GB,altosight.com//12272
SANDISK CRUZER EDGE 8GB-\n,10.5,SANDISK,8 GB,altosight.com//12275
SanDisk Cruzer Fit - USB-flashstation - 4 GB\n,17.23,SANDISK,8 GB,altosight.com//12279
SanDisk Cruzer Fit - USB-flashstation - 8 GB\n,10.81,SANDISK,8 GB,altosight.com//12281
SanDisk Cruzer Glide - USB-flashstation - 8 GB\n,77.15,SANDISK,8 GB,altosight.com//12286
SanDisk Extreme Pro - USB-flashstation - 32 GB\n,59.9,SANDISK,32 GB,altosight.com//12308
SANDISK MICROSDHC 16GB 80MB/S CL10\n,17.04,SANDISK,16 GB,altosight.com//12316
SANDISK SDXC 128GB 80MB/S CL10\n,90.04,SANDISK,128 GB,altosight.com//12348
Sony dual-flashdrive USB Type-C en type A 64-Gb-connector + siliconenhoes\n,70.04,SONY,64 GB,altosight.com//12373
Shop Samsung Galaxy A20 Dual SIM Deep Blue 32GB 4G LTE online in Egypt,2594.0,Samsung,,altosight.com//12400
Shop Samsung Galaxy A30 Blue 64GB 4G LTE online in Egypt,3480.0,Samsung,,altosight.com//12402
Shop Samsung Galaxy A30 Dual SIM White 64GB 4G LTE online in Egypt,3550.0,Samsung,,altosight.com//12404
Shop Samsung Galaxy A30 White 64GB 4G LTE online in Egypt,3480.0,Samsung,,altosight.com//12405
Shop Samsung Galaxy A30 White 64GB 4G LTE online in Egypt,3479.0,Samsung,,altosight.com//12406
Shop Samsung Galaxy A50 Blue 128GB 4G LTE online in Egypt,4784.0,Samsung,,altosight.com//12407
Shop Samsung Galaxy A50 Dual SIM Black 128GB 4G LTE online in Egypt,4675.0,Samsung,,altosight.com//12408
Shop Samsung Galaxy A70 Dual SIM Black 128GB 4G LTE online in Egypt,6399.0,Samsung,,altosight.com//12412
Shop Samsung Galaxy A70 Dual SIM White 128GB 4G LTE online in Egypt,6399.0,Samsung,,altosight.com//12413
Shop Samsung Galaxy A9 (2018) Dual SIM Bubblegum Pink 128GB 4G LTE online in Egypt,5499.0,Samsung,,altosight.com//12414
Shop Samsung Galaxy J4 Plus Dual SIM Black 32GB 4G LTE online in Egypt,2259.0,Samsung,,altosight.com//12415
Shop Samsung Galaxy J4 Plus Dual SIM Pink 32GB 4G LTE online in Egypt,2399.0,Samsung,,altosight.com//12416
Shop Samsung Galaxy Note9 Dual SIM Midnight Black 128GB 4G LTE online in Egypt,11666.0,Samsung,,altosight.com//12417
Shop Samsung Galaxy Note9 Dual SIM Ocean Blue 512GB 4G LTE online in Egypt,13999.0,Samsung,,altosight.com//12418
Shop Samsung Galaxy S10 Plus Dual SIM Prism Black 128GB 4G LTE online in Egypt,15899.0,Samsung,,altosight.com//12419
Shop Samsung Galaxy S10 Plus Dual SIM Prism Green 128GB 4G LTE online in Egypt,16666.0,Samsung,,altosight.com//12420
Toshiba EXCERIA PRO M401 - Flash-Speicherkarte (microSDXC-an-SD-Adapter inbegriffen) -,37.6,TOSHIBA,64 GB,altosight.com//12476
"Toshiba TransMemory U302, 128 GB, 3.0 (3.1 Gen 1), USB-Anschluss Typ A, Kappe, 7,8 g,",42.78,TOSHIBA,128 GB,altosight.com//12489
128GB HX Savage USB 3.1/3.0 KINGSTON Achat dans le rayon Clés USB USB 3.1,88.9,Kingston,128 GB,altosight.com//12541
Data Traveler 101 rouge - 8 Go - Usb 2.0 Kingston Achat dans le rayon Clés USB Usb 2.0,9.64,Kingston,8 GB,altosight.com//12586
DataTraveler microDuo 3C 16 Go KINGSTON Achat dans le rayon Clés USB USB 3.1,24.9,Kingston,16 GB,altosight.com//12589
JumpDrive S70 - 64 Go LEXAR Achat dans le rayon Clés USB USB 2.0,34.99,LEXAR,64 GB,altosight.com//12627
JumpDrive V30 64 Go Lexar Achat dans le rayon Clés USB Usb 2.0,45.28,LEXAR,64 GB,altosight.com//12630
"Abi Diffusion Clé Usb 2,0 Cruzer Fit - 32Go Sandisk Achat dans le rayon Clés USB Usb",20.7,SANDISK,8 GB,altosight.com//12673
Clé USB sécurisée CRUZER Glide Flash Drive 64Go SANDISK Achat dans le rayon Clés USB USB 3.0,46.63,SANDISK,64 GB,altosight.com//12726
Usb Key 8 Gb 2 Year Warranty Sony Achat dans le rayon Clés USB Usb 2.0,11.47,SONY,8 GB,altosight.com//12801
Clé USB 128 Go - THN-U302K1280MF - Noir TOSHIBA Achat dans le rayon Clés USB USB 3.0,55.96,TOSHIBA,128 GB,altosight.com//12814
Clé USB 3.0 - 16 Go TOSHIBA Achat dans le rayon Clés USB USB 3.0,8.9,TOSHIBA,16 GB,altosight.com//12816
Clé Usb Thn-u382W0320E4 32 Gb Blanc Toshiba Achat dans le rayon Clés USB Nc,20.99,TOSHIBA,32 GB,altosight.com//12819
Clé Usb Thn-u382W0320E4 32 Gb Blanc Toshiba Achat dans le rayon Clés USB Nc,20.98,TOSHIBA,32 GB,altosight.com//12820
"TOSHIBA USB-Stick TransMemory U302 128GB, schwarz (THN-U302K1280MF)",49.99,TOSHIBA,128 GB,altosight.com//12936
"INTENSO Premium Line, USB-Stick, USB 3.0, 16 GB",10.99,Intenso,16 GB,altosight.com//12952
"SANDISK Dual USB Typ-C™, USB Typ-C™ Flash-Laufwerk, USB 3.0, 128 GB",46.99,SANDISK,128 GB,altosight.com//12978
"SanDisk Cruzer Blade schwarz 16GB, USB 2.0",9.9,SANDISK,16 GB,altosight.com//13144
Tesco direct: Intenso 3503450 Swivel USB Flash Drive,7.33,Intenso,8 GB,altosight.com//13156
Tesco direct: Intenso Premium Line 16GB USB 3.0 (3.1 Gen 1) Type-A Silver,26.05,Intenso,16 GB,altosight.com//13163
Tesco direct: Kingston DataTraveler 101 G2 DT101G2/8GB 8 GB USB 2.0 Flash Drive - Red - 1 Pack,7.78,Kingston,8 GB,altosight.com//13209
Tesco direct: Kingston Technology SDXC UHS-I U3 (SDA3) 256GB UHS Class 3 memory,,Kingston,256 GB,altosight.com//13237
Tesco direct: Lexar 64GB JumpDrive V30 USB Flash Drive,51.06,LEXAR,64 GB,altosight.com//13242
Tesco direct: Lexar JumpDrive P20 64 GB USB 3.0 Flash Drive - Black,50.14,LEXAR,64 GB,altosight.com//13251
Tesco direct: Lexar JumpDrive S70 64GB USB Memory Flash Drive - (White) Small Blister,26.09,LEXAR,64 GB,altosight.com//13256
Tesco direct: Lexar Media JumpDrive V10 16 GB USB 2.0 Flash Drive - Orange,10.13,LEXAR,16 GB,altosight.com//13264
Tesco direct: SanDisk Cruzer Glide USB 2.0 Flash Drive 8GB,8.22,SANDISK,8 GB,altosight.com//13305
Tesco direct: SanDisk Cruzer U USB Flash Drive  Blue,15.24,SANDISK,32 GB,altosight.com//13307
Tesco direct: Sony USM128WE3 128GB USB 3.0 (3.1 Gen 1) Type-A Black flash drive,155.76,SONY,128 GB,altosight.com//13420
Tesco direct: Sony USM8GR Micro Vault Midi 8GB Pen Drive,14.0,SONY,8 GB,altosight.com//13427
Tesco direct: Toshiba THN-M401S0320E2 32GB MicroSD NAND Class 10 memory card,25.06,TOSHIBA,32 GB,altosight.com//13442
Tesco direct: Toshiba THN-M401S0640E2 64GB MicroSD NAND Class 10 memory card,45.64,TOSHIBA,64 GB,altosight.com//13443
"Sandisk Cruzer Blade, 8GB USB 2.0 Nero, Blu, Bianco USB flash drive",18.99,SANDISK,8 GB,altosight.com//13463
Lexar JumpDrive V10 16GB USB 2.0 Tipo-A Blu unità flash USB,10.99,LEXAR,16 GB,altosight.com//13477
Sony USM32GM,24.99,SONY,32 GB,altosight.com//13518
Sony USM64GQX,83.99,SONY,64 GB,altosight.com//13522
Sony USM64GR,59.99,SONY,64 GB,altosight.com//13523
Sony USM8GR,8.99,SONY,8 GB,altosight.com//13529
Sony SR-16A4,11.9,SONY,16 GB,altosight.com//13605
Sony USB-Stick 8GB 2.0 USM Midi Model (USM8GR) bei,9.99,SONY,8 GB,altosight.com//13629
Sony 128GB UHS-I Professional microSD Card,299.0,SONY,128 GB,altosight.com//13740
Pendrive KINGSTON HyperX Savage 128GB,75.49,Kingston,128 GB,altosight.com//13810
Memoria SD 512 GB SDXC Class 10 UHS-I,269.0,Kingston,512 GB,altosight.com//13914
